id,title,release_date,overview,vote_average,vote_count,popularity,original_language
219163,Hofi tükre No.6,2007-12-27,,9.5,1,0.0071,hu
759934,Fred,2017-08-19,"A meet-the-parents story, with a slight twist.",1.0,1,0.0322,en
117491,Giraffes,2001-09-01,"Efrat, Dafna and Abigail are three young women who are neighbors in Tel Aviv, Israel. One night the will of their own destiny. A taxi driver picks Abigail accidentally mistaking Dafna and leads to a feature film. A Dafna, also mistakenly comes for the blind date of Efrat and spend a romantic night with this guy. Efrat, meanwhile, is involved in an investigation. Nothing will be as before.",5.0,1,0.0753,he
575026,Crazy Like a Fox,2004-10-25,"This is the story of Nat Banks, an 8th generation Virginian gentleman farmer living in the past, who loses his family farm, Greenwood, to a pair of land speculators from Washington, D.C. When the predatory couple manipulates a ""legal"" real estate transaction that turns into a hostile possession of the manor house, he temporarily loses his mind, leaving his family but not the farm. Instead he hides out in a cave on Goose Creek, waging guerilla warfare against expansionism and the destruction of historic property with the help of his family, friends, and neighbors...",4.0,1,0.1471,en
264735,The Christ of the Ocean,1971-05-03,"The people of a fishing village is about to witness a miracle thanks to the new mysterious friend of a young, lonely boy.",5.0,11,0.2938,es
651031,Kidsongs: Let's Put On A Show!,1995-04-18,"The fun begins when the Kidsongs Kids and the Biggles decide to put on a show for their dad's birthday! Join them as they rehearse, dress up in fabulous costumes and dance, dance, dance! A young magician amazes the crowd, the boys put on their blue suede shoes for an Elvis routine and the girls show off their tap dancing skills. It's toe-tapping sing-along fun from the beginning until the curtain goes down!",9.0,1,0.0,en
332049,A File in Vice,1986-06-07,"Said the officer in Vice Squad is shocked by the decision of his boss to stop the investigation into the case of Alia Hanim because of her connections with officials and turns into a rigid person. When Said has information that some women visit a flat and practice fornication , he tries to prove the charge against them even by falsification.",7.3,3,0.2226,ar
38189,The Follow,2001-05-24,"The Driver is hired by a nervous movie manager to spy on a paranoid actor's wife. During his tailing of the wife, the Driver describes the right way to tail someone. As he follows her he begins to fear what he might learn of her apparently tragic life. He discovers the wife is fleeing the country and returning to her mother's, and that she's been given a black eye, likely by her husband. He returns the money for the job, refusing to tell where the wife is, and drives off telling the manager never to call him again.",6.831,80,0.3453,en
80887,Katatonia: Live Consternation,2007-05-28,"Live Consternation is a live album and video by Swedish heavy metal band Katatonia, released in both CD and DVD format through Peaceville Records on 28 May 2007. The album features a live performance recorded at Germany's Summer Breeze Open Air festival on 17 August 2006. The artwork was designed by Travis Smith and closes the visual concept for The Great Cold Distance.",7.0,1,0.0143,en
189692,Two Days,1932-11-27,"The story concentrates on a single 48-hour period during the Russian Revolution. The central character, played by Y. E. Samchykovski, is an old servant who staunchly supports the Royal Family. Even when his master is placed in prison and his son is appointed a commissar, the servant remains faithful to the Czarist regime. But when his village is invaded by the White Russian army and his son is summarily executed, the old man realizes that his homeland is far better off in the hands of the revolutionaries, who seek to build rather than destroy. A ""cleansing"" fire brings this propaganda piece to an appropriately symbolic conclusion.",5.0,8,0.0214,uk
510849,Watchtower Over Tomorrow,1945-03-29,Short documentary film about the Dumbarton Oaks plan and the proposed formation of the United Nations.,5.0,4,0.1535,en
572872,Puķu Ansis,1968-01-15,,7.0,1,0.0143,lv
292370,NXT TakeOver: Fatal 4-Way,2014-09-11,"NXT Takeover: Fatal 4-Way took place on September 11, 2014. WWE had also advertised for KENTA's debut at the event. KENTA changed his name to Hideo Itami during his debut.",7.9,8,0.1693,en
801454,OCD,2015-05-27,A man suffering from obsessive–compulsive disorder is stalked by a menacing doppelgänger.,4.0,1,0.0694,en
254335,Young Man Falling,2007-09-27,"A 17-year-old boy is living on the fringe of a true perception of reality. Cars pursue him, while a world full of rules and systems asks for his attention. How can he concentrate on his preparations for his french exam when the stuffed animals in his room begin to interfere? And what about Irene who disturbs with her invitations?",5.0,1,0.0898,en
527970,Augur,2018-06-05,"During a harsh winter, a river by the house of two cousins freezes over. In the cold wind, their relationship grows bitter, reaching its limits.",8.5,2,0.0546,pt
102145,The Tanks of El Alamein,1957-09-19,Italian move on the battle of El Alamein,4.4,4,0.3325,it
657327,The Golden Hour,2014-09-13,Two lovers chase the last hour of light as it blooms and fades. He is losing himself and she is the keeper of his memory. There is no time. There is all the time in the world.,6.0,1,0.0143,en
884209,Die Legende von Derdriu und Noisi,2009-04-02,,6.0,1,0.0,de
215026,A Tale of Youth at Hirosaki High School,1992-01-01,"A semi-autobiographical film about a young man from Tokyo who moves to Hirosaki in the early Shōwa era. A straight-to-video production made for the Hirosaki Senior High School Alumni Association that also incorporates footage from contemporary Hirosaki, and features cameos by regular Suzuki performers like Tamagawa Isao and Nogawa Yumiko.",4.0,1,0.0636,ja
570736,The Day After I'm Gone,2020-02-13,"Yoram, a 50-year-old veterinarian living in Tel-Aviv, is forced to re-examine his relationship with his adolescent daughter Roni, after she wishes to end her life. He decides to take her on a journey to visit her mother’s family, a process of self and mutual discovery in a primordial desert land enveloping the Dead Sea.",6.6,18,0.3975,he
28444,Beyond Terror,1980-01-01,"After a drug-fueled night of  violence, a group of young degenerates and their hostages find themselves stranded in a remote, abandoned church in rural Spain. Their evening of debauchery and blasphemy quickly turns to greed when they discover a local legend that tells of a vast fortune guarded by mummies in the catacombs beneath the ruins. Their lust for the treasure is short-lived as they find that the supernatural horror in the catacombs is something further than fear… it is Beyond Terror!",4.5,12,0.1818,es
58727,Undoing,2007-12-05,"A crime drama set in LA's Koreatown, UNDOING introduces us to Samuel, who returns after a mysterious absence to reconcile the death of his best friend exactly one year ago.",3.5,2,0.2034,en
807158,Irul,2021-04-02,"A dark rainy night, an empty house, a stranded couple and an unknown man. A sleek game of the cat and the mouse starts playing on, as the three of them find a dead body in the basement.",5.6,29,0.7695,ml
90164,The Green Inferno,1988-05-01,Four friends head into the jungle to locate a lost professor but instead face off against treasure hunters who are torturing and killing natives.,5.262,42,1.7031,it
597663,Casey the Co-Ed 2,2006-01-01,"Yet another sexy romp set on the beaches of paradise. Unable to keep her crush on neighbor Billy to herself, undergrad Casey spills the beans to her girlfriends. Eager to take things to next level, Casey decides to risk it all by sending Billy and his friends on a surprise all-expenses-paid trip to the Bahamas. Little do Billy and his buddies know that Casey and her equally flirtatious pals will be waiting for them there.",2.0,1,0.2609,en
225874,The John Cena Experience,2011-06-04,"This title contains a selection of John Cena's greatest matches, as well as a documentary about his life that concentrates on his intense preparation for Wrestlemania. Included are classic battles against Edge and Great Khali, as well as a triple-threat match against Kurt Angle and Shawn Michaels. ~ Perry Seibert, Rovi",7.8,14,0.3923,en
94522,Suds,1920-01-27,"Amanda Afflick is a lovesick laundress who daydreams about customer Horace Greensmith and cherishes the shirt he brought in for washing eight months and sixteen days ago. She tells her fellow workers that the garment belongs to her fiancé, a lord. Just wait, Amanda boasts, one day his lordship will return for his wash — and for her.",6.5,8,0.2961,en
557982,Nerves for Victory,1966-08-26,A young yakuza who respects obligation and humanity must face cruel and heartless turf wars leading to a fight to the death with his own brother.,6.0,1,0.1133,ja
194581,Défilé de la garde nationale du district de Columbia,1897-03-05,"Officers and soldiers, followed by a military band, parade in front of decorated grandstands.",4.2,6,0.0214,fr
186655,The Grand Passion,1970-01-01,Polly Kuan and her brother (Pai Ying) are safeguarding a list of rebels from the villainous Jin dynasty.,5.5,2,0.0214,zh
283245,The Fall of the Male Empire,2013-03-08,"After a visit to the Natural History Museum in Paris, Simon Esich is convinced that a prehistoric man has escaped from the Evolution Gallery and is meddling in his life as a modern male. He realizes that this life coach of a new type could help him regain his lost virility and win back his wife Camille, who is becoming increasingly distant since a recent promotion and the appearance of Antoine, a handsome hunk with a devastating smile.",7.0,1,0.0338,fr
393514,Frou-frou del Tabarin,1976-01-01,Misadventures of a mother (Carmen Scarpitta) and a her daugther (Martine Brochard),6.2,2,0.0606,it
295643,"The Mystery of Agatha Christie, With David Suchet",2013-03-17,"David Suchet, TV's Poirot, has spent more of his life acting out the plots and dramas created by Agatha Christie than anyone else in the world. Suchet is embarking on a journey to learn more about the woman who created Poirot and whose books remain outsold only by Shakespeare and the Bible. Suchet's journey takes him to the places Christie lived, the landscapes that inspired her and to meetings with people who knew the woman behind the fame and those inspired by her extraordinary legacy. He explores the close links between Christie's extraordinary life and her work and discovers what it was about the woman from a small seaside town that allowed her to become the best-selling murder mystery writer in history.",7.5,4,0.0713,en
492868,Brahma.com,2017-12-15,The lives of two brothers become a mess when their identities get swapped due to a supernatural power.,6.5,2,0.1192,ta
398484,Vuelve el Norteño,1964-01-03,Two rival gangs of outlaws are terrorizing a small town; el Comandante and his sidekicks pit them against each other and pick up the pieces.,5.0,3,0.0923,en
628718,If Only I Knew...,1993-03-07,"The plague of civil war reached a provincial town, where several noble families were stuck waiting for a train. The joy of hope was replaced by despair, fear of the future. No one knew how much was allotted to him in this life.  Emotions boil, passions run high, hearts break, will is destroyed, pride is trampled. Each of the heroes survives in his own way, but all fell low. Ah, if you only knew when the long-awaited train would arrive in Moscow ...",2.0,1,0.0972,ru
661957,Joe Hisaishi Symphonic Concert: Music from the Studio Ghibli Films of Hayao Miyazaki,2017-09-06,"The music of iconic Studio Ghibli films featuring Joe Hisaishi’s celebrated scores will be performed live by the Paris-based symphony orchestra and choir Orchestre et Chœur Lamoureux at two concerts in June 2017 at the Palais des Congrès de Paris. With its international premiere, JOE HISAISHI SYMPHONIC CONCERT: MUSIC FROM THE STUDIO GHIBLI FILMS OF HAYAO MIYAZAKI explores the collaborative relationship between music and storytelling, blending music and visuals to celebrate the long partnership between Joe Hisaishi and Academy Award-winner Hayao Miyazaki (2002 Animated Feature Film for Spirited Away and 2014 Honorary Award).",10.0,1,0.1228,ja
601881,My Korean Cinema,2002-01-01,"A personal and subjective video essay series on the Korean cinema, consisting of 9 episodes. Its episodes include fragments of memory about Korean films and their ‘field’, actual moments of what is happening here and now, and images excerpted from Korean films.  [Ep 1] My Chungmuro (2002) [Ep 2] For March of Fools (2003) [Ep 3] Smoking Women (2003) [Ep 4] Kino 99 (2003) [Ep 5] Song of Keumsoon (2004) [Ep 6] The Creative Restoration of ‘An Empty Dream’ (2005) [Ep 7] Reflection on Kim Gu (2005)  [Ep 8] Garibong, Again (2006) [Ep 9] A Short Film about Pre-1945 Korean Cinema (2006)",8.0,1,0.0718,ko
494791,A Murder in Mansfield,2017-11-12,"Oscar®-winning filmmaker Barbara Kopple explores the legacy of the 1989 murder of Noreen Boyle in Mansfield, Ohio. Her 12-year-old son Collier gave a devastating videotaped testimony blaming his father for the murder. Now, over two decades later, Collier returns to Ohio seeking to retrace his past and confront his imprisoned father, who remains in denial of his guilt. Collier’s depth of character is a wonder to behold from childhood to adulthood. Out of this tragic story, we witness the power of human resilience.",7.2,6,0.1504,en
675607,The Ghost falls in Love,1953-06-26,A romance between a woman and a ghost.,5.0,2,0.0953,es
183324,A Camp Smithy,1899-01-01,,3.5,2,0.0143,en
534533,Psychology of the Orgasm,1970-09-18,Docu-fiction about young people talking about their sex life.,5.0,4,0.1021,de
64046,The Secret of Queen Anna or Musketeers 30 Years Later,1993-06-06,"The 3rd part of the famous trilogy by Alexandre Dumas about d'Artagnan and his 3 friends Athos, Porthos and Aramis.",4.1,9,0.14,ru
68752,Judgment in Berlin,1988-05-06,An American judge in Germany must decide if the hijacking of an East German plane into West Berlin was justified.,5.4,13,0.5476,en
67487,Strikeforce World Grand Prix Quarter-Finals: Overeem vs. Werdum,2011-06-18,"Strikeforce World Grand Prix Quarter-Finals: Overeem vs. Werdum, also known as Strikeforce: Dallas, was a mixed martial arts event held by Strikeforce. The event took place on June 18, 2011 at the American Airlines Center in Dallas, Texas. The main card aired on Showtime while the preliminary card aired on HDNet.",5.5,3,0.0513,en
575174,Face Swap,2019-01-11,A man convinces his wife to try new A.I. technology to spice up their love life. But he gets more than he bargains for.,2.0,1,0.1035,en
455988,Tre Calzoni Fortunati,1959-01-01,"Don Felice Sciosciammocca, a poor and simple man, goes to the day, hoping that sooner or later will come the right opportunity to change his life. A nice day at Don Felice comes a parcel from a dear cousin, which contains three pairs of old trousers. Apparently only common value objects, but they will create great surprises.",7.0,2,0.0441,en
363486,Just in Time for Christmas,2015-12-05,"Lindsay is faced with a life-altering decision as Christmas approaches: Stay in her tiny hometown and marry boyfriend Jason or accept a coveted post teaching at an Ivy League college on the other side of the country. What to do? Fortunately for Lindsay, she has some big-time help in the form of a magical messenger who is able to transport her three years into the future to see how it would all turn out.",6.272,101,0.5339,en
307256,Jon Richardson Live: Nidiot,2014-12-01,Recorded live in front of a sold out audience at the legendary Hammersmith Apollo we find that becoming happy hasn't necessarily ruined Jon Richardson's life.,7.6,5,0.0589,en
382170,A Bride for Rip Van Winkle,2016-03-26,A woman hires actors and strangers to pretend to be her friends and family at her wedding.,7.0,67,0.8716,ja
355786,Thithi,2015-08-10,"In a remote village in South India, three generations of sons react to the death of Century Gowda, their grandfather, a 101-year-old man. The three story lines intertwine before converging at Century Gowda's ""Thithi"", the final funeral celebration eleven days after a death.",7.6,20,0.099,kn
118954,Shadow of Suspicion,1944-09-23,"Brash ladies' man James Dale and his partner, wisecracking Everett Northrup, are sent by Cartell &amp; Co. jewelers to safeguard the arrival of the famous Stonehaven necklace at one of its branch offices, recently the victim of a jewel robbery.",6.0,1,0.1523,en
514355,The Marriage of Ramuntcho,1947-10-22,"A Parisian painter working in the Basque country succeeds in keeping together a young woman and her smuggler boyfriend, even though the artist has feelings for the intended bride himself, and then he completes a painting on the subject of the wedding.",5.0,4,0.0327,fr
409312,The Last Breath,2016-09-23,"The living call for revenge. The dead minerals and vegetables demand revenge. It is the hour of general protest. It's time for the destroying flights. It's time for the barricades, the shootings. Famines, desires, cravings, lost dreams, miseries of all countries, unite.",3.5,2,0.1209,pt
309891,Nina Conti: Dolly Mixtures,2014-12-08,"British Comedy Award Winner 2013, internet sensation and star of BBC’s Live at the Apollo and Russell Howard’s Good News, Nina Conti is a groundbreaking ventriloquist whose Dolly Mixtures show is a performance of comic thrills and surprises. Unlike any comedy show you have seen before Nina Conti - Dolly Mixtures is a night of outrageous madness and mayhem, making the audience part of the comedy and the show a must see--though you will be thankful you are enjoying it from the safety of your sofa.",7.5,1,0.0311,en
15268,Street Fighter: The Legend of Chun-Li,2009-02-27,"When a teenager, Chun-Li witnesses the kidnapping of her father by wealthy crime lord M. Bison. When she grows up, she goes on a quest for vengeance and becomes the famous crime-fighter of the Street Fighter universe.",4.3,464,1.0853,en
253039,Marido de Mulher Boa,1960-12-01,"Partner in a haute couture house, Anacleto is a ladies' man who charms all his clients and employees. Despite being married, he cares little for his wife and is always secretly arranging meetings with other women, causing a lot of confusion.",5.2,2,0.2071,pt
81577,A Hullaballoo at the Castle,1959-04-09,"The cheerful, traveling musicians Flink and Villy meet sweet music in the form of two girls. Unfortunately, the chrome nut is tone deaf and chases them away. Luck smiles on them, however, because the nearby castle Bullerborg is abandoned. Flink and Villy move in - and get mixed up in a fight between a cunning lawyer, a bankrupt count and a sausage maker family.",5.0,3,0.088,da
340284,Suck My Dick Grandma,2015-05-03,A direct animation short from Chris Knudsen featuring music from his old noise band Al-Qaeda.  https://vimeo.com/127684658,9.0,2,0.0071,en
375119,Sinatra,1969-11-05,"In this final installment, aired November 5, 1969, in what had become an annual tradition of televised specials, Sinatra cast a backward glance at some of the highlights of a storied career with Don Costa and his Orchestra as guest performer. He also provides a glimpse into his musical future with an early rendition of "" My Way "", soon to become his personal anthem.",9.0,1,0.1561,en
255914,C'est jeune et ça sait tout !,1974-10-25,"When Charles Le Braque learns that his boss' 17 years old daughter is pregnant, he fears that his 16 years old nice Joel from France, who's spending her vacation with them in Canada, might fall into the same trap. So he and his wife decide to give her the lecture of plants and bees... but it turns out that she's already well informed, gives them a lecture about simultaneous orgasms. She inspires the sexually repressed couple to start experimenting with ""modern"" forms of sex.",2.8,6,0.2431,fr
314478,Les messagers,2014-03-20,"From the Sahara to Mellila, witnesses talk about how they narrowly escaped death, unlike their companions - all migrants who were literally and symbolically swallowed up by the frontier.",5.9,4,0.0,fr
65920,The Mysterious Miss C.,2002-03-27,An eccentric teacher (Marie-Chantal Perron) causes children at her elementary school to change the way they look at themselves.,6.2,5,0.1709,fr
328416,Hard Choices,1985-01-24,"A teenaged boy goes for a ride with his brother and the brother's friends, who proceed to rob a store and murder the clerk. They are caught and, despite the young boy's protestations, he is convicted of murder and sent to prison. A female social worker assigned to the boy's case not only believes him, but begins to fall in love with him, and determines to either help him prove his innocence or escape.",3.5,2,0.281,en
127423,"Soñar, soñar",1976-07-08,"Mario, “el Rulo,” is a wanderer who travels the country giving artistic performances. One day he passes through the town of Carlos, a municipal employee who dreams of being an artist. A friendship is born between the two of them, and Carlos leaves it all behind to follow Mario.",6.7,7,0.1527,es
322534,Natural Burials,2012-11-15,"Tree curer Cheong-a, who dreams of a happy marriage with her fiance, receives a request for tree treatment and visits a high school. Cheong-a meets a mysterious high school girl with a strange aura while she is treating trees and suffers from bad dreams every night thereafter. Then, one day, a box is delivered to her through parcel service. In the worn-out yearbook contained in the box, the face of a male student encircled with a red pen many times as if done by a crazy person catches her eye together with her picture in her high school days… The memory of that day suddenly comes to her. Will the fear that has been suppressing her be identified?",6.0,1,0.138,ko
293255,Soldiers' Stories,2013-11-11,"100 years ago the greatest battle the earth has ever seen began in the Somme region of France. More British and Canadian soldiers would die in this one single battle than in all of World War II, yet it is a relatively unknown event today. Soldiers' Stories brings a 'grunt eye view' of battle to life using original, never before seen 3D stereoscopic images from the time. Painstakingly remastered for 15/70 mm film format these powerful and haunting images are brought to the screen for the first time ever. The Soldiers' Story is a universal and timeless story. In the film the realities of war are retold by modern combat veterans who relay their own stories of today in order to speak for the veterans of the past.",10.0,1,0.4157,en
200978,The Island of the Bloody Plantation,1983-01-27,"A women's prison on a tropical island is a hellhole where the inmates are raped, tortured and otherwise abused by the evil commandant and brutal guards. However, one of the guards falls in love with a beautiful inmate, and decides to help her and all the other prisoners escape.",4.2,5,0.2243,de
721587,Corte,2020-08-25,"At the core of a royal court unbalanced by the long absence of its King, where women seem to have disappeared along with reason, the Crown Prince is murdered. Wrapped in the plot of the promoters of a decaying libertine spirit, the heir’s brothers, a pair of twins united by the music they play together and their Valet, witness a hunt for the prepetator launched by the palace doctor's deduction. In the background of all the chatter rises the individual desire of the twins for the dynasty.",5.0,2,0.1439,pt
449869,Blood: A Butcher's Tale,2010-06-25,A lonely butcher sets out to destroy a family of vampires after his fiancée is infected by blood lust.,10.0,1,0.1139,en
113616,Carolina Skeletons,1991-09-30,"After a long time in the army, an Afro-American soldier returns to his hometown, where, years ago, his brother was executed for the rape and murder of two white girls. The commando believes his brother to have been innocent and seeks a proof for that, but there are some people in the town who will stop at nothing to hide the secrets of their past...",6.8,7,0.3674,en
531395,Boys Who Like Girls,2018-09-30,"Teenager Ved comes from a violent home in the Mumbai slums. When he joins a project aiming to foster healthy masculinity, he begins to realise there may be a brighter path for his future than the one paved by his abusive, controlling father. One of Ved's mentors is Harish, a gentle man in his 50s who has dedicated his life to abolishing toxic masculinity. Through the support Ved gets, he takes his first wobbly steps into adult life while developing an unlikely new passion: dancing. Boys Who Like Girls is a coming of age story set in the aftermath of the infamous 2012 Delhi gang rape and the rise of the #MeToo movement. The world is in the midst of furious discussion about gendered violence and what it means to be a man. Will Ved's generation of boys be the first that actually likes girls?",3.0,2,0.0168,hi
96826,Ben 10: Destroy All Aliens,2012-03-11,"Based on the original animated series Ben 10.  Ben becomes targeted by an evil Mechamorph Warrior, named ""Retaliator,"" who mistakenly blames Ben for something he did not do and attempts to destroy all aliens.",6.321,95,1.4133,en
824251,inprogress3,,A short film set to the song how to never stop being sad.,10.0,1,0.0,en
80494,Death in the Vatican,1982-08-30,A hermit who has had contact with terrorists is planning to kill the Pope by poisoning.,4.2,5,0.3037,it
813428,Koreatown Ghost Story,2021-11-18,"A woman entertains a macabre offer that would let her pursue her dreams, for better or for much much worse.",5.6,5,0.0943,en
144376,Kill or Be Killed,1966-11-01,"A violin-playing gunslinger accidently gets caught in a feud between two families. One of them forces him into a showdown and he kills him. He then must escape from the wrathful family and is accused wrongly for killing 2 deputies. He is saved by an old man, who helps him to get revenge and to prevent the girl he loves from marrying a murderer.  Source: SWDB www.spaghetti-western.net",3.0,2,0.2426,it
36900,Violent Shit,1989-01-01,"A demented, wicked, deformed, cannibalistic killer named K. The Butcher Shitter, escapes from the police and slaughters people in many gory, bloody ways.",2.875,32,0.0788,de
116281,Dunked in the Deep,1949-11-03,"The stooges are tricked into becoming stowaways by their neighbor ""Borscht"", a spy for an enemy country. Stranded on a freighter on the high seas, they discover that their friend has concealed some stolen microfilm in watermelons they brought aboard for him. After a wild chase, they subdue Borscht and recover the microfilm.",5.3,5,0.1128,en
360533,Bukas Bibitayin Si Itay,1995-05-10,"Elmo is an ex-convict who swears on his mother’s remains to live uprightly. After his life in prison, Elmo makes sure to avoid any conflict despite the mistreatment he receives from people. His wife Cathy seems discontent with the meager money her husband makes. Until one time, Cathy finds fancy to Arthur, a rich arrogant brother by their town’s mayor. One day, Elmo catches Arthur abusing his Cathy in their house. He beats up Arthur but the people on the neighborhood stops Elmo from killing him. Arthur escapes from Elmo. However Arthur is murdered by his battered wife Sylvia. Because of Arthur’s brutal death, people wrongly accused Elmo as the killer. Elmo then is sent back to the prison and was sentenced to death. Will Elmo learn to defend himself and fight for justice?",3.5,2,0.1327,en
924174,Answering the Sun,2023-03-26,"Rainer Kohlberger is prepared to go far when it comes to the physical experiences he evokes with his work. Answering the Sun demands the utmost from its audience. The invitation is to squint our eyes and allow the most amazing trips to unfold – just like when we were children letting the sun come in. However, the work is simultaneously a 60-minute bombardment of coloured fields and a wall of sound, followed by a hallucinatory, silent inky-black sequence.",1.0,1,0.0286,de
44241,Le Baltringue,2010-01-27,"Mr Guy aussi populaire que loufoque est un animateur à succès d'une émission de télé-achat. Et comme la nature fait quelques fois bien les choses, Mr Guy se trouve malencontreusement et pour son plus grand plaisir embarqué dans une sombre histoire mêlant les services secrets de la république à un réseau de dangereux trafiquants venus de l'Est.",2.6,30,0.1663,fr
471788,Los pajaritos,1983-01-04,An accordion player moves to Madrid when tourist season ends in Benidorm,5.0,1,0.0,es
248522,Sexy Diary,1965-01-01,A famous actress is being blackmailed with incriminating photos by a gangster trio and takes terrible revenge.,3.0,2,0.1763,ja
9693,Children of Men,2006-09-22,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",7.611,7305,7.9528,en
73843,Gun Crazy: Episode 1: A Woman from Nowhere,2002-08-23,A mysterious stranger comes into a lawless town run by a kingpin and starts shooting up the place.,4.6,5,0.1802,ja
535222,Wayne,2018-09-06,"Wayne tells the exhilarating story of 1987 World Motorcycle Grand Prix Champion Wayne Gardner's triumphant, improbable journey from a 5-dollar dirt bike to the international summit of his sport.",6.0,4,0.8101,en
533324,Leo et Julita,2004-11-27,,5.5,2,0.0,en
553148,Au cœur des robots,2015-06-30,"A captivating and vertiginous documentary on the relations between man and machines, in the heart of the laboratories where the humanoids of tomorrow are invented. We are on the eve of a revolution, that of the humanoids. These robots with a human face are more and more efficient: they walk, see, hear, speak - They look like two drops of water, are ready to enter our lives, our homes, and are even capable of learn about our own condition. Roboticists believe that, in ten years, androids will be part of our daily lives as well as individual computers. Are we ready?",8.0,2,0.0596,fr
9291,The Longest Yard,2005-05-27,"Disgraced pro football quarterback Paul Crewe lands in a Texas federal penitentiary, where manipulative Warden Hazen recruits him to advise the institution's football team of prison guards. Crewe suggests a tune-up game which lands him quarterbacking a crew of inmates in a game against the guards. Aided by incarcerated ex-NFL coach and player Nate Scarborough, Crewe and his team must overcome not only the bloodthirstiness of the opposition, but also the corrupt warden trying to fix the game against them.",6.666,3469,6.672,en
491601,"Johnny Hallyday en direct de Bercy, La Soirée Anniversaire",2013-06-15,,10.0,2,0.0648,fr
901845,A Piece of Land,2022-02-25,"Joan, a sullen old peasant tired of being robbed, decides to join the peasant patrol that watches over the fields. His son Pepe, who has just returned from the city, accompanies him. During the nightly patrol Joan and Pepe come across a thief.",6.4,4,0.2202,ca
317136,Home Network,2014-09-17,"A 15 year old Mexican boy details his home's network setup, until bizarre events begin to unfold all around him.",10.0,1,0.0,en
815860,La Fichera Mas Rapida Del Oeste 2,1996-12-31,,5.0,1,0.0071,es
15836,The Black Madonna,2007-03-09,The Black Madonna is a 2007 action comedy film written by Nikolaj Peyk and Lasse Spang Olsen and directed by Lasse Spang Olsen.,5.2,22,0.3268,da
537539,Fire and Water,2017-06-04,"For centuries firefighters have acted as societies heroes. For one New York firefighter, Don Eichin, water has not only acted as his weapon of safety, but also a source of recreation. In New York, a strong community of surfers dwell underneath the ashes and uniforms. These warriors have risen about sea-level to conquer fire, as well as submerge themselves to dominate water. The only element stronger than their honor and skill is the bond of their brotherhood.",8.0,1,0.082,en
35995,Herbie Hancock: Possibilities,2006-04-18,"Imagine the possibilities….. ""Possibilities"" is the musical event of the year. The album is a series of inspired encounters between Herbie Hancock and world-renowned musicians – including John Mayer, Sting, Trey Anastasio, Annie Lennox, Damien Rice and Lisa Hannigan, Santana and Angelique Kidjo, Paul Simon, Christina Aguilera, Jonny Lang, Joss Stone, and Raul Midon. Herbie Hancock describes ""Poss",5.4,6,0.1897,en
689667,France Against the Robots,2020-08-15,"""The word 'revolution' to us Frenchmen is not a vague term. We know that Revolution is a rupture, that Revolution is an Absolute. There is no such thing as a moderate revolution, there is no such thing as a planned revolution—as one speaks of a planned economy. The revolution we are announcing will overturn the entire existing order or it will not take place at all...""",5.3,3,0.0655,fr
2796,A Midsummer Night's Dream,1969-12-25,"Shakespeare wrote this fantastic comedy in 1594. It features Lysander and Hermia, whose love is thwarted by Hermia's father, who wishes to marry her off to Demetrius, himself loved by Helena. In a magical forest, the couple cross paths with Obéron, king of the elves, who is quarreling with his wife and in possession of love potions.",10.0,1,0.277,fr
312906,Ben Howard - At Le Bataclan Paris,2014-12-01,Conrad  In Dreams  Small Things  I Forget Where We Were  Rivers In Your Mouth  Time is Dancing  Evergreen  She Treats Me Well  End of the Affair  Oats in the Water  The Fear  All Is Now Harmed  Encore:  Everything,8.0,1,0.0143,en
856961,Alltid På Mors Dag - Elitloppet,2014-05-22,Tom Alandh tells both about his soul and the story of the Elite Race. As every year goes off the rails on Mother's Day,8.0,3,0.0766,sv
542330,Reborn,2018-08-03,"Li Haoming, a talented funny geek enjoys living in his own virtual world and suddenly is dragged into a real dangerous hacker game by mysterious men. Contemporary police cyber security team go under cover in Shanghai and Kuala Lumpur to capture cybercriminal gang and thwart their attempt to hack computer control system.",7.0,4,0.4514,zh
879446,A Clockwork Cock,2009-01-01,"A naughty boy had to stay in a young female teacher's office, receiving her separate and silent education. Finally, he decided to grow up as an obedient good student.",2.5,1,0.0,zh
366188,Silent Shadow,1991-10-26,A drama directed by Sherry Hormann.,2.0,1,0.1932,de
302882,Bambai Ka Babu,1996-01-01,"Film starring Saif Ali Khan, Atul Agnihotri and Kajol",7.3,3,0.2652,hi
256403,Club Utopia,2014-02-19,"A beautiful, neurotic housewife becomes an exotic dancer in order to escape paradoxical cheating-boring husband who has a severe foot fetish that she abhors.",2.0,1,0.081,en
900308,The Butcher,2021-11-18,"A murderer, knife in hand and face covered, breaks into a wealthy house causing a massacre.",2.0,1,0.2589,es
231488,Grande Hotel,2010-12-01,"Grande Hotel, Beira, Mozambique. In one of the grandest hotels in the world, born of and to luxury, today you enter 'at own risk'. More than 2500 people live there without water or electricity. They have taken possession of the building and manipulated not only the stones but also the dreams. A journey through present and past of a city in a city; a story about colonial megalomania, revolutionary vanity and feeling at home.",6.3,3,0.0256,en
214614,The Filmstaar,2011-07-14,The film deals with the relationship between a film star and a villager. The film focusses on certain individuals and related issues and moves beyond the limited issues of glamour world.,3.0,1,0.1037,ml
